2007    3	New Orleans	652	440	67.5	4314	6.8	58	28	18	16	109	89.4	270
2007    4	Dallas	531	342	64.4	4105	8.1	59	36	19	25	185	97.1	257
2007    5	Arizona	590	356	60.3	4065	7.2	62	32	24	24	163	83.4	254
2007    6	Indianapolis	551	355	64.4	4033	7.6	73	32	14	23	139	96.1	252
2007    7	Cincinnati	575	373	64.9	4012	7.2	70	26	20	17	119	86.7	251
2007    8	Seattle	590	371	62.9	3964	7.1	65	30	13	36	217	91.8	248
2007    9	Detroit	587	368	62.7	3878	7.2	91	19	22	54	338	79.4	242
2007    10	Philadelphia	577	350	60.7	3755	6.9	75	24	15	49	250	84.6	235
2007    11	Houston	529	346	65.4	3751	7.4	77	24	21	22	174	86.1	234
2007    12	Cleveland	545	305	56.0	3726	7.1	78	29	20	19	140	80.7	233
2007    13	Denver	515	326	63.3	3584	7.3	68	21	15	32	175	86.7	224
2007    14	Washington	525	319	60.8	3463	6.9	54	18	11	29	159	84.2	216
2007    15	Chicago	569	327	57.5	3362	6.5	81	18	21	43	339	72.2	210
2007    16	Tampa Bay	490	316	64.5	3357	7.3	69	18	8	36	222	91.7	210
2007    17	Jacksonville	469	288	61.4	3328	7.5	80	28	8	31	167	97.1	208
2007    18	Atlanta	555	336	60.5	3296	6.4	74	18	15	47	277	78.9	206
2007    19	St. Louis	574	333	58.0	3233	6.2	40	19	28	48	328	67.0	202
2007    20	Kansas City	563	335	59.5	3181	6.3	58	17	20	55	344	73.0	199
2007    21	NY Giants	544	302	55.5	3154	6.2	60	23	20	28	222	73.0	197
2007    22	Pittsburgh	442	282	63.8	3071	7.7	83	34	14	47	347	99.9	192
2007    23	Baltimore	557	341	61.2	3035	5.9	79	13	14	39	273	75.2	190
2007    24	Miami	558	318	57.0	3031	5.9	64	12	16	42	288	69.6	189
2007    25	NY Jets	512	310	60.5	3014	6.5	57	15	19	53	316	73.9	188
2007    26	San Diego	471	281	59.7	3005	6.7	49	22	16	24	170	81.3	188
2007    27	Tennessee	464	288	62.1	2878	6.6	73	9	17	30	199	72.6	180
2007    28	Minnesota	432	249	57.6	2745	6.8	79	12	14	38	193	74.2	172
2007    29	Carolina	505	285	56.4	2735	5.8	74	19	17	33	206	71.9	171
2007    30	Buffalo	445	263	59.1	2634	6.4	85	12	14	26	208	73.8	165
2007    31	Oakland	451	260	57.7	2631	6.4	59	17	20	41	262	70.9	164
2007    32	San Francisco	513	274	53.4	2320	5.2	57	15	17	55	365	64.3	145
2006    1	New Orleans	580	372	64.1	4503	8.0	86	27	13	23	123	94.9	281
2006    2	Indianapolis	557	362	65.0	4308	7.9	68	31	9	15	89	101.0	269
2006    3	Philadelphia	544	323	59.4	4119	7.9	89	31	9	28	190	96.7	257
2006    4	St. Louis	592	371	62.7	3962	7.3	67	24	8	49	366	92.7	248
2006    5	Dallas	506	310	61.3	3836	8.0	56	26	21	37	231	86.5	240
2006    6	Cincinnati	523	327	62.5	3833	7.8	74	28	13	36	233	94.1	240
2006    7	Detroit	596	372	62.4	3820	7.1	60	21	22	63	388	79.9	239
2006    8	Green Bay	630	350	55.6	3795	6.3	82	18	18	24	152	72.1	237
2006    9	Pittsburgh	523	312	59.7	3733	7.7	87	23	23	49	293	80.2	233
2006    10	Arizona	545	322	59.1	3662	7.2	64	17	17	35	262	78.7	229
2006    11	Baltimore	524	328	62.6	3435	6.7	87	21	14	17	100	84.6	215
2006    12	New England	527	326	61.9	3400	6.8	62	25	12	29	190	88.3	213
2006    13	Miami	591	342	57.9	3287	6.1	52	16	19	41	290	71.2	205
2006    14	Chicago	514	282	54.9	3281	6.7	75	24	22	25	165	73.5	205
2006    15	Carolina	539	325	60.3	3264	6.5	72	19	17	32	222	77.9	204
2006    16	San Diego	466	287	61.6	3262	7.3	57	24	9	28	150	93.0	204
2006    17	NY Jets	488	313	64.1	3153	6.9	71	17	16	34	199	82.1	197
2006    18	Minnesota	540	332	61.5	3123	6.3	50	13	20	43	279	72.2	195
2006    19	NY Giants	523	301	57.6	3058	6.2	55	24	18	25	186	76.8	191
2006    20	Seattle	512	292	57.0	3054	6.6	72	26	22	49	315	76.0	191
2006    21	Washington	470	274	58.3	3027	6.8	74	19	10	19	147	83.4	189
2006    22	Kansas City	450	272	60.4	3000	7.2	78	18	12	41	243	84.7	188
2006    23	Cleveland	512	318	62.1	2898	6.3	75	15	25	54	349	69.7	181
2006    24	Jacksonville	446	266	59.6	2882	6.9	51	17	14	30	178	80.0	180
2006    25	Denver	454	256	56.4	2799	6.6	83	20	18	31	196	74.7	175
2006    26	Tampa Bay	535	296	55.3	2798	5.6	64	14	18	33	196	66.2	175
2006    27	Houston	481	329	68.4	2778	6.3	53	14	13	43	254	83.8	174
2006    28	Buffalo	431	268	62.2	2719	7.1	83	19	14	47	332	84.6	170
2006    29	San Francisco	444	257	57.9	2688	6.5	75	16	16	35	202	74.4	168
2006    30	Tennessee	447	226	50.6	2596	6.1	53	13	19	29	152	61.8	162
2006    31	Oakland	483	263	54.5	2420	5.9	57	7	24	72	430	56.2	151
2006    32	Atlanta	416	222	53.4	2371	6.4	55	21	15	47	311	75.2	148
2005    1	Arizona	670	419	62.5	4437	7.0	63	21	21	45	286	81.0	277
2005    2	New England	564	352	62.4	4120	7.7	71	28	15	28	202	91.5	258
2005    3	Indianapolis	515	347	67.4	4096	8.1	80	31	11	20	95	103.3	256
2005    4	St. Louis	599	392	65.4	4036	7.3	83	23	24	46	315	83.0	252
2005    5	Cincinnati	538	362	67.3	3820	7.3	70	32	14	21	115	97.6	239
2005    6	Kansas City	507	317	62.5	3810	7.9	60	17	10	32	204	90.1	238
2005    7	Green Bay	626	383	61.2	3766	6.3	59	20	30	27	198	70.1	235
2005    8	Philadelphia	620	337	54.4	3677	6.3	91	21	20	42	226	71.5	230
2005    9	Tennessee	594	358	60.3	3597	6.4	57	20	14	31	200	80.3	225
2005    10	Oakland	591	316	53.5	3582	6.6	79	21	14	45	301	76.0	224
2005    11	NY Giants	558	294	52.7	3578	6.7	78	24	17	28	184	75.7	224
2005    12	San Diego	526	338	64.3	3495	7.1	54	27	16	31	243	89.7	218
2005    13	Seattle	474	307	64.8	3458	7.7	56	25	10	27	174	96.8	216
2005    14	New Orleans	553	308	55.7	3343	6.5	66	15	24	41	261	66.6	209
2005    15	Dallas	500	300	60.0	3341	7.3	71	23	17	50	298	83.6	209
2005    16	Miami	556	291	52.3	3300	6.2	77	22	16	26	158	72.8	206
2005    17	Carolina	449	269	59.9	3271	7.8	80	25	16	28	214	88.1	204
2005    18	Denver	465	279	60.0	3227	7.3	72	18	7	23	146	88.9	202
2005    19	Jacksonville	487	283	58.1	3190	6.9	45	21	6	32	162	88.4	199
2005    20	Minnesota	510	323	63.3	3146	6.8	80	18	16	54	303	81.7	197
2005    21	Washington	481	278	57.8	3106	7.0	78	25	11	31	240	87.0	194
2005    22	Baltimore	562	335	59.6	3088	6.0	48	17	21	42	293	71.3	193
2005    23	Cleveland	497	297	59.8	3047	6.7	80	15	17	46	276	75.5	190
2005    24	Pittsburgh	379	228	60.2	2926	8.2	85	21	14	32	178	89.4	183
2005    25	Tampa Bay	487	303	62.2	2890	6.5	80	17	14	41	281	80.7	181
2005    26	Detroit	520	297	57.1	2848	5.8	86	15	18	31	173	69.1	178
2005    27	Atlanta	451	247	54.8	2679	6.4	58	19	13	39	228	76.6	167
2005    28	NY Jets	470	268	57.0	2642	6.4	60	11	15	53	347	70.6	165
2005    29	Buffalo	459	269	58.6	2515	6.2	65	18	16	43	337	75.4	157
2005    30	Houston	449	270	60.1	2237	5.9	53	15	13	68	424	76.0	140
2005    31	Chicago	418	219	52.4	2002	5.3	54	11	15	31	199	61.5	125
2005    32	San Francisco	389	204	52.4	1898	5.6	89	8	21	48	292	53.6	119
2004    1	Indianapolis	527	353	67.0	4623	9.0	80	51	10	14	109	119.7	289
2004    2	Minnesota	552	380	68.8	4516	8.6	82	39	12	46	238	109.8	282
2004    3	Green Bay	598	382	63.9	4449	7.6	79	36	19	14	101	93.9	278
2004    4	Kansas City	561	370	66.0	4406	8.3	70	27	17	32	227	94.9	275
2004    5	St. Louis	580	372	64.1	4253	8.0	75	23	22	50	362	86.1	266
2004    6	Denver	521	303	58.2	3999	7.8	85	27	20	15	90	84.5	250
2004    7	Philadelphia	547	336	61.4	3979	7.7	80	32	11	37	229	96.4	249
2004    8	Oakland	582	330	56.7	3858	6.9	63	24	22	30	161	76.1	241
2004    9	Carolina	536	311	58.0	3643	7.3	63	29	15	33	246	87.0	228
2004    10	Tennessee	589	356	60.4	3616	6.7	48	27	19	44	317	82.1	226
2004    11	New England	485	293	60.4	3588	7.7	50	29	14	26	162	92.5	224
2004    12	New Orleans	542	309	57.0	3587	7.0	57	21	16	41	223	79.5	224
2004    13	Seattle	532	304	57.1	3539	7.0	60	23	18	34	176	79.1	221
2004    14	Tampa Bay	512	340	66.4	3474	7.4	75	24	18	44	299	89.1	217
2004    15	Dallas	519	308	59.3	3428	7.0	53	19	23	36	208	74.5	214
2004    16	San Diego	450	288	64.0	3357	7.8	79	29	8	21	149	102.0	210
